authors	title	venue	year
Xiaobo Ma,Junjie Zhang 0004,Jing Tao,Jianfeng Li,Jue Tian,Xiaohong Guan	DNSRadar: Outsourcing Malicious Domain Detection Based on Distributed Cache-Footprints.	TIFS	2014
Mehmet Necip Kurt,Yasin Yilmaz,Xiaodong Wang 0001	Real-Time Detection of Hybrid and Stealthy Cyber-Attacks in Smart Grid.	TIFS	2019
Mohammad-Mahdi Bidmeshki,Xiaolong Guo,Raj Gautam Dutta,Yier Jin,Yiorgos Makris	Data Secrecy Protection Through Information Flow Tracking in Proof-Carrying Hardware IP - Part II: Framework Automation.	TIFS	2017
Pin-Hsun Lin,Eduard A. Jorswieck	On the Fast Fading Gaussian Wiretap Channel With Statistical Channel State Information at the Transmitter.	TIFS	2016
Hao Deng,Huiming Wang,Wei Guo,Wenjie Wang 0001	Secrecy Transmission With a Helper: To Relay or to Jam.	TIFS	2015
Emanuele Maiorana,Gabriel Emile Hine,Patrizio Campisi	Hill-Climbing Attacks on Multibiometrics Recognition Systems.	TIFS	2015
Blaz Meden,Peter Rot,Philipp Terhörst,Naser Damer,Arjan Kuijper,Walter J. Scheirer,Arun Ross,Peter Peer,Vitomir Struc	Privacy-Enhancing Face Biometrics: A Comprehensive Survey.	TIFS	2021
Gerson de Souza Faria,Hae Yong Kim	Identification of Pressed Keys From Mechanical Vibrations.	TIFS	2013
Yuhong Nan,Zhemin Yang,Min Yang 0002,Shunfan Zhou,Yuan Zhang 0009,Guofei Gu,XiaoFeng Wang 0001,Limin Sun	Identifying User-Input Privacy in Mobile Applications at a Large Scale.	TIFS	2017
Bashir M. Sabquat Bahar Talukder,Farah Ferdaus,Md. Tauhidur Rahman	Memory-Based PUFs are Vulnerable as Well: A Non-Invasive Attack Against SRAM PUFs.	TIFS	2021
Da Luo,Pawel Korus,Jiwu Huang	Band Energy Difference for Source Attribution in Audio Forensics.	TIFS	2018
Shulan Wang,Junwei Zhou,Joseph K. Liu,Jian-Ping Yu,Jianyong Chen,Weixin Xie	An Efficient File Hierarchy Attribute-Based Encryption Scheme in Cloud Computing.	TIFS	2016
Yimeng Ge,Jiancun Fan	Robust Secure Beamforming for Intelligent Reflecting Surface Assisted Full-Duplex MISO Systems.	TIFS	2022
Wei Fan 0004,Kai Wang 0002,François Cayre,Zhang Xiong 0001	Median Filtered Image Quality Enhancement and Anti-Forensics via Variational Deconvolution.	TIFS	2015
Jeroen Delvaux	Machine-Learning Attacks on PolyPUFs, OB-PUFs, RPUFs, LHS-PUFs, and PUF-FSMs.	TIFS	2019
Wei Yu 0003,Zhu Ji,K. J. Ray Liu	Securing Cooperative Ad-Hoc Networks Under Noise and Imperfect Monitoring: Strategies and Game Theoretic Analysis.	TIFS	2007
Jianhua Yang,Danyang Ruan,Jiwu Huang,Xiangui Kang,Yun Q. Shi 0001	An Embedding Cost Learning Framework Using GAN.	TIFS	2020
Jiajun Wen 0001,Zhihui Lai,Zhong Ming 0001,Wai Keung Wong,Zuofeng Zhong	Directional Gaussian Model for Automatic Speeding Event Detection.	TIFS	2017
Hyeon-Seong Im,Si-Hyeon Lee	Mobility-Assisted Covert Communication Over Wireless Ad Hoc Networks.	TIFS	2021
Hong Cao,Alex ChiChung Kot	On Establishing Edge Adaptive Grid for Bilevel Image Data Hiding.	TIFS	2013
Lei Zhang 0009	OTIBAAGKA: A New Security Tool for Cryptographic Mix-Zone Establishment in Vehicular Ad Hoc Networks.	TIFS	2017
Jakub Breier,Dirmanto Jap,Xiaolu Hou,Shivam Bhasin	On Side Channel Vulnerabilities of Bit Permutations in Cryptographic Algorithms.	TIFS	2020
Weike You,Hong Zhang 0005,Xianfeng Zhao	A Siamese CNN for Image Steganalysis.	TIFS	2021
Yiwei He,Junping Zhang,Hongming Shan,Liang Wang 0001	Multi-Task GANs for View-Specific Feature Learning in Gait Recognition.	TIFS	2019
Jiwen Lu,Gang Wang 0012,Pierre Moulin	Human Identity and Gender Recognition From Gait Sequences With Arbitrary Walking Directions.	TIFS	2014
Fangjun Huang,Jiwu Huang,Yun Q. Shi 0001	New Framework for Reversible Data Hiding in Encrypted Domain.	TIFS	2016
Xinghao Jiang,Qiang Xu,Tanfeng Sun,Bin Li 0011,Peisong He	Detection of HEVC Double Compression With the Same Coding Parameters Based on Analysis of Intra Coding Quality Degradation Process.	TIFS	2020
Hussein Moosavi,Francis Minhthang Bui	A Game-Theoretic Framework for Robust Optimal Intrusion Detection in Wireless Sensor Networks.	TIFS	2014
Yafang Yang,Lei Zhang 0009,Yunlei Zhao,Kim-Kwang Raymond Choo,Yan Zhang	Privacy-Preserving Aggregation-Authentication Scheme for Safety Warning System in Fog-Cloud Based VANET.	TIFS	2022
Giulia Boato,Valentina Conotter,Francesco G. B. De Natale,Claudio Fontanari	Watermarking robustness evaluation based on perceptual quality via genetic algorithms.	TIFS	2009
Maxim Chernyshev,Craig Valli,Peter Hannay	On 802.11 Access Point Locatability and Named Entity Recognition in Service Set Identifiers.	TIFS	2016
Mohannad Alhanahnah,Qiben Yan,Hamid Bagheri,Hao Zhou,Yutaka Tsutano,Witawas Srisa-an,Xiapu Luo	DINA: Detecting Hidden Android Inter-App Communication in Dynamic Loaded Code.	TIFS	2020
Zhi Sun,Sarankumar Balakrishnan,Lu Su,Arupjyoti Bhuyan,Pu Wang 0001,Chunming Qiao	Who Is in Control? Practical Physical Layer Attack and Defense for mmWave-Based Sensing in Autonomous Vehicles.	TIFS	2021
Unsang Park,Anil K. Jain 0001	Face matching and retrieval using soft biometrics.	TIFS	2010
Aditi Roy,Nasir D. Memon,Arun Ross	MasterPrint: Exploring the Vulnerability of Partial Fingerprint-Based Authentication Systems.	TIFS	2017
Weixuan Tang,Haodong Li,Weiqi Luo,Jiwu Huang	Adaptive Steganalysis Based on Embedding Probabilities of Pixels.	TIFS	2016
Zhili Zhou,Yunlong Wang 0006,Q. M. Jonathan Wu,Ching-Nung Yang,Xingming Sun	Effective and Efficient Global Context Verification for Image Copy Detection.	TIFS	2017
Yisroel Mirsky,Naor Kalbo,Yuval Elovici,Asaf Shabtai	Vesper: Using Echo Analysis to Detect Man-in-the-Middle Attacks in LANs.	TIFS	2019
Christos Liaskos,Sotiris Ioannidis	Network Topology Effects on the Detectability of Crossfire Attacks.	TIFS	2018
Yi-Chen Chen,Vishal M. Patel,Rama Chellappa,P. Jonathon Phillips	Ambiguously Labeled Learning Using Dictionaries.	TIFS	2014
Thirimachos Bourlai,Arun Ross,Anil K. Jain 0001	Restoring Degraded Face Images: A Case Study in Matching Faxed, Printed, and Scanned Photos.	TIFS	2011
Hong Liu 0006,Huansheng Ning,Yan Zhang 0002,Qingxu Xiong,Laurence T. Yang	Role-Dependent Privacy Preservation for Secure V2G Networks in the Smart Grid.	TIFS	2014
Maxim Chernyshev,Craig Valli,Michael N. Johnstone	Revisiting Urban War Nibbling: Mobile Passive Discovery of Classic Bluetooth Devices Using Ubertooth One.	TIFS	2017
Michael Gruber,Matthias Probst,Patrick Karl,Thomas Schamberger,Lars Tebelmann,Michael Tempelmeier,Georg Sigl	DOMREP-An Orthogonal Countermeasure for Arbitrary Order Side-Channel and Fault Attack Protection.	TIFS	2021
Sandhya Koteshwara,Chris H. Kim,Keshab K. Parhi	Key-Based Dynamic Functional Obfuscation of Integrated Circuits Using Sequentially Triggered Mode-Based Design.	TIFS	2018
Nirattaya Khamsemanan,Cholwich Nattee,Nitchan Jianwattanapaisarn	Human Identification From Freestyle Walks Using Posture-Based Gait Feature.	TIFS	2018
Veeru Talreja,Matthew C. Valenti,Nasser M. Nasrabadi	Deep Hashing for Secure Multimodal Biometrics.	TIFS	2021
Jianting Ning,Xiaolei Dong,Zhenfu Cao,Lifei Wei,Xiaodong Lin 0001	White-Box Traceable Ciphertext-Policy Attribute-Based Encryption Supporting Flexible Attributes.	TIFS	2015
Wei-Hong Chuang,Ravi Garg,Min Wu 0001	Anti-Forensics and Countermeasures of Electrical Network Frequency Analysis.	TIFS	2013
Qing Zhang,Yilong Yin,De-Chuan Zhan,Jingliang Peng	A Novel Serial Multimodal Biometrics Framework Based on Semisupervised Learning Techniques.	TIFS	2014
Fan Ye,Ang Li 0003,Xuewen Liao,Victor C. M. Leung	Secure Interference Exploitation Precoding in MISO Wiretap Channel: Destructive Region Redefinition With Efficient Solutions.	TIFS	2021
Wei Cheng 0003,Sylvain Guilley,Claude Carlet,Sihem Mesnager,Jean-Luc Danger	Optimizing Inner Product Masking Scheme by a Coding Theory Approach.	TIFS	2021
Lahoucine Ballihi,Boulbaba Ben Amor,Mohamed Daoudi,Anuj Srivastava,Driss Aboutajdine	Boosting 3-D-Geometric Features for Efficient Face Recognition and Gender Classification.	TIFS	2012
Lu Zhou,Suguo Du,Haojin Zhu,Cailian Chen,Kaoru Ota,Mianxiong Dong	Location Privacy in Usage-Based Automotive Insurance: Attacks and Countermeasures.	TIFS	2019
Yuan Yang 0003,Zhongmin Cai,Chunyan Wang 0012,Junjie Zhang 0004	Probabilistically Inferring Attack Ramifications Using Temporal Dependence Network.	TIFS	2018
Steven Cadavid,Mohamed Abdel-Mottaleb	3-D Ear Modeling and Recognition From Video Sequences Using Shape From Shading.	TIFS	2008
Mang Ye,Pong C. Yuen	PurifyNet: A Robust Person Re-Identification Model With Noisy Labels.	TIFS	2020
Mehmet Yamac,Mete Ahishali,Nikolaos Passalis,Jenni Raitoharju,Bülent Sankur,Moncef Gabbouj	Multi-Level Reversible Data Anonymization via Compressive Sensing and Data Hiding.	TIFS	2021
Hassan Salmani	COTD: Reference-Free Hardware Trojan Detection and Recovery Based on Controllability and Observability in Gate-Level Netlist.	TIFS	2017
Frodo Kin-Sun Chan,Xiaojie Li,Adams Wai-Kin Kong	A Study of Distinctiveness of Skin Texture for Forensic Applications Through Comparison With Blood Vessels.	TIFS	2017
Prashanth Krishnamurthy,Farshad Khorrami,Ramesh Karri,David Paul-Pena,Hossein Salehghaffari	Process-Aware Covert Channels Using Physical Instrumentation in Cyber-Physical Systems.	TIFS	2018
Minoru Kuribayashi,Hiroshi Kato	Impact of Rounding Error on Spread Spectrum Fingerprinting Scheme.	TIFS	2010
Keyurkumar Patel,Hu Han 0001,Anil K. Jain 0001	Secure Face Unlock: Spoof Detection on Smartphones.	TIFS	2016
Rémi Cogranne,Jessica J. Fridrich	Modeling and Extending the Ensemble Classifier for Steganalysis of Digital Images Using Hypothesis Testing Theory.	TIFS	2015
Weiming Zhang,Xin Wang	Generalization of the ZZW embedding construction for steganography.	TIFS	2009
Mohammad Al-Rubaie,J. Morris Chang	Reconstruction Attacks Against Mobile-Based Continuous Authentication Systems in the Cloud.	TIFS	2016
Abubakar Sadiq Sani,Dong Yuan,Wei Bao,Zhao Yang Dong,Branka Vucetic,Elisa Bertino	Universally Composable Key Bootstrapping and Secure Communication Protocols for the Energy Internet.	TIFS	2019
Chaitanya Joshi,Jesús M. Ríos Aliaga,David Ríos Insua	Insider Threat Modeling: An Adversarial Risk Analysis Approach.	TIFS	2021
Petar S. Aleksic,Aggelos K. Katsaggelos	Automatic facial expression recognition using facial animation parameters and multistream HMMs.	TIFS	2006
Miran Kim,Junghye Lee,Lucila Ohno-Machado,Xiaoqian Jiang	Secure and Differentially Private Logistic Regression for Horizontally Distributed Data.	TIFS	2020
Jiwen Lu,Yap-Peng Tan	Cost-Sensitive Subspace Analysis and Extensions for Face Recognition.	TIFS	2013
Enrico Bacis,Sabrina De Capitani di Vimercati,Sara Foresti,Stefano Paraboschi,Marco Rosa,Pierangela Samarati	Securing Resources in Decentralized Cloud Storage.	TIFS	2020
Boris Skoric,Stefan Katzenbeisser 0001,Hans Georg Schaathun,Mehmet Utku Celik	Tardos Fingerprinting Codes in the Combined Digit Model.	TIFS	2011
Girish Revadigar,Chitra Javali,Weitao Xu,Athanasios V. Vasilakos,Wen Hu,Sanjay K. Jha	Accelerometer and Fuzzy Vault-Based Secure Group Key Generation and Sharing Protocol for Smart Wearables.	TIFS	2017
Qichao Xu,Zhou Su,Rongxing Lu	Game Theory and Reinforcement Learning Based Secure Edge Caching in Mobile Social Networks.	TIFS	2020
Fengyong Li,Kui Wu 0001,Jingsheng Lei,Mi Wen,Zhongqin Bi,Chunhua Gu	Steganalysis Over Large-Scale Social Networks With High-Order Joint Features and Clustering Ensembles.	TIFS	2016
Zhuo Wei,Yongdong Wu,Robert H. Deng,Xuhua Ding	A Hybrid Scheme for Authenticating Scalable Video Codestreams.	TIFS	2014
Chunfang Yang,Fenlin Liu,Xiangyang Luo,Ying Zeng	Pixel Group Trace Model-Based Quantitative Steganalysis for Multiple Least-Significant Bits Steganography.	TIFS	2013
Chin-Chen Chang 0001,Chih-Yang Lin	Reversible Steganography for VQ-Compressed Images Using Side Matching and Relocation.	TIFS	2006
Prabuddha Chakraborty,Jonathan Cruz,Abdulrahman Alaql,Swarup Bhunia	SAIL: Analyzing Structural Artifacts of Logic Locking Using Machine Learning.	TIFS	2021
Rizhao Cai,Haoliang Li,Shiqi Wang 0001,Changsheng Chen,Alex ChiChung Kot	DRL-FAS: A Novel Framework Based on Deep Reinforcement Learning for Face Anti-Spoofing.	TIFS	2021
Pravin Kakar,N. Sudha	Verifying Temporal Data in Geotagged Images Via Sun Azimuth Estimation.	TIFS	2012
Yusheng Xia,Jinshu Su,Rongmao Chen,Xinyi Huang 0001	APGS: An Efficient Source-Accountable and Metadata-Private Protocol in the Network Layer.	TIFS	2021
Yan Qin,Weiping Wang 0003,Shigeng Zhang,Kai Chen 0012	An Exploit Kits Detection Approach Based on HTTP Message Graph.	TIFS	2021
Ángeles Vázquez-Castro	Asymptotically Guaranteed Anti-Jamming Spread Spectrum Random Access Without Pre-Shared Secret.	TIFS	2022
Arfika Nurhudatiana,Adams Wai-Kin Kong,Keyan Matinpour,Deborah Chon,Lisa Altieri,Siu-Yeung Cho,Noah Craft	The Individuality of Relatively Permanent Pigmented or Vascular Skin Marks (RPPVSM) in Independently and Uniformly Distributed Patterns.	TIFS	2013
Ning Wang 0003,Long Jiao,Amir Alipour-Fanid,Monireh Dabaghchian,Kai Zeng 0001	Pilot Contamination Attack Detection for NOMA in 5G mm-Wave Massive MIMO Networks.	TIFS	2020
Changhai Ou,Chengju Zhou,Siew-Kei Lam,Guiyuan Jiang	Multiple-Differential Mechanism for Collision-Optimized Divide-and-Conquer Attacks.	TIFS	2021
Neetesh Saxena,Bong Jun Choi,Rongxing Lu	Authentication and Authorization Scheme for Various User Roles and Devices in Smart Grid.	TIFS	2016
Kan Chen,Balasubramaniam Natarajan,Steve Shattil	Secret Key Generation Rate With Power Allocation in Relay-Based LTE-A Networks.	TIFS	2015
Britton Quist,Michael A. Jensen	Optimal Channel Estimation in Beamformed Systems for Common-Randomness-Based Secret Key Establishment.	TIFS	2013
Iordanis Mpiperis,Sotiris Malassiotis,Michael G. Strintzis	Bilinear Models for 3-D Face and Facial Expression Recognition.	TIFS	2008
Andrew D. Ker,Tomás Pevný	The Steganographer is the Outlier: Realistic Large-Scale Steganalysis.	TIFS	2014
Antonio Greco,Nicolai Petkov,Alessia Saggese,Mario Vento	AReN: A Deep Learning Approach for Sound Event Recognition Using a Brain Inspired Representation.	TIFS	2020
Alemayehu Solomon Abrar,Neal Patwari,Sneha Kumar Kasera	Quantifying Interference-Assisted Signal Strength Surveillance of Sound Vibrations.	TIFS	2021
Yinian Mao,Min Wu 0001	Tracing Malicious Relays in Cooperative Wireless Communications.	TIFS	2007
Han Fang,Weiming Zhang,Hang Zhou 0007,Hao Cui,Nenghai Yu	Screen-Shooting Resilient Watermarking.	TIFS	2019
Wanli Wen,Chenxi Liu,Yaru Fu,Tony Q. S. Quek,Fu-Chun Zheng,Shi Jin 0002	Enhancing Physical Layer Security of Random Caching in Large-Scale Multi-Antenna Heterogeneous Wireless Networks.	TIFS	2020
Xueqing Gong,Ping Hu,Kenneth W. Shum,Chi Wan Sung	A Zigzag-Decodable Ramp Secret Sharing Scheme.	TIFS	2018
Tao Guo,Ruida Zhou,Chao Tian 0002	On the Information Leakage in Private Information Retrieval Systems.	TIFS	2020
Quoc-Tin Phan,Giulia Boato,Francesco G. B. De Natale	Accurate and Scalable Image Clustering Based on Sparse Representation of Camera Fingerprint.	TIFS	2019
Wei Tong,Jingyu Hua,Sheng Zhong 0002	A Jointly Differentially Private Scheduling Protocol for Ridesharing Services.	TIFS	2017
Justin L. Rice,Vir V. Phoha,Philip Robinson	Using Mussel-Inspired Self-Organization and Account Proxies to Obfuscate Workload Ownership and Placement in Clouds.	TIFS	2013
Parinaz Naghizadeh Ardabili,Mingyan Liu	Opting Out of Incentive Mechanisms: A Study of Security as a Non-Excludable Public Good.	TIFS	2016
Amir Ameli,Ali Hooshyar,Ehab F. El-Saadany,Amr M. Youssef	An Intrusion Detection Method for Line Current Differential Relays.	TIFS	2020
Devi Parikh,Tsuhan Chen	Data Fusion and Cost Minimization for Intrusion Detection.	TIFS	2008
Thijs Laarhoven	Asymptotics of Fingerprinting and Group Testing: Tight Bounds From Channel Capacities.	TIFS	2015
Jian Ye,Jiangqun Ni,Yang Yi	Deep Learning Hierarchical Representations for Image Steganalysis.	TIFS	2017
Zaid Abdullah,Gaojie Chen,Mohammed A. M. Abdullah,Jonathon A. Chambers	Enhanced Secrecy Performance of Multihop IoT Networks With Cooperative Hybrid-Duplex Jamming.	TIFS	2021
Mohammad Reza Khalili Shoja,George T. Amariucai,Shuangqing Wei,Jing Deng 0001	Secret Common Randomness From Routing Metadata in Ad Hoc Networks.	TIFS	2016
Philip B. Stark	CAST: Canvass audits by sampling and testing.	TIFS	2009
Maodi Hu,Yunhong Wang,Zhaoxiang Zhang,James J. Little,Di Huang 0001	View-Invariant Discriminative Projection for Multi-View Gait-Based Human Identification.	TIFS	2013
Ming Fan 0002,Wenying Wei,Xiaofei Xie,Yang Liu 0003,Xiaohong Guan,Ting Liu 0002	Can We Trust Your Explanations? Sanity Checks for Interpreters in Android Malware Analysis.	TIFS	2021
Fernando Alonso-Fernandez,Julian Fiérrez,Javier Ortega-Garcia,Joaquín González-Rodríguez,Hartwig Fronthaler,Klaus Kollreider,Josef Bigün	A Comparative Study of Fingerprint Image-Quality Estimation Methods.	TIFS	2007
Xiaojun Wu,Jinghui Zhou,Jun Liu,Fangyi Ni,Haoqiang Fan	Single-Shot Face Anti-Spoofing for Dual Pixel Camera.	TIFS	2021
Shu Zhang,Ran He,Zhenan Sun,Tieniu Tan	DeMeshNet: Blind Face Inpainting for Deep MeshFace Verification.	TIFS	2018
Yicong Liang,Xiaoqing Ding,Jing-Hao Xue	Advanced Joint Bayesian Method for Face Verification.	TIFS	2015
Yun-Fu Liu,Jing-Ming Guo,Chih-Hsien Hsia,Sheng-Yao Su,Hua Lee	Sample Space Dimensionality Refinement for Symmetrical Object Detection.	TIFS	2014
Samir Shah,Arun Ross	Iris segmentation using geodesic active contours.	TIFS	2009
Pei-Ju Chiang,Jan P. Allebach,George Chiu 0001	Extrinsic Signature Embedding and Detection in Electrophotographic Halftoned Images Through Exposure Modulation.	TIFS	2011
Saeedreza Shehnepoor,Roberto Togneri,Wei Liu 0006,Mohammed Bennamoun	ScoreGAN: A Fraud Review Detector Based on Regulated GAN With Data Augmentation.	TIFS	2022
Tan N. Nguyen,Hoang Long Mai,Rémi Cogranne,Guillaume Doyen,Wissam Mallouli,Luong Nguyen,Moustapha El Aoun,Edgardo Montes de Oca,Olivier Festor	Reliable Detection of Interest Flooding Attack in Real Deployment of Named Data Networking.	TIFS	2019
Babak Mahdian,Radim Nedbal,Stanislav Saic	Blind Verification of Digital Image Originality: A Statistical Approach.	TIFS	2013
Xianhao Tian,Peijia Zheng,Jiwu Huang	Robust Privacy-Preserving Motion Detection and Object Tracking in Encrypted Streaming Video.	TIFS	2021
Zhangjie Fu,Lili Xia,Xingming Sun,Alex X. Liu,Guowu Xie	Semantic-Aware Searching Over Encrypted Data for Cloud Computing.	TIFS	2018
Yang Xiao,Jianping Zeng	Dynamically Generate Password Policy via Zipf Distribution.	TIFS	2022
Mohammad Ragheb,Sayed Mostafa Safavi Hemami,Ali Kuhestani,Derrick Wing Kwan Ng,Lajos Hanzo	On the Physical Layer Security of Untrusted Millimeter Wave Relaying Networks: A Stochastic Geometry Approach.	TIFS	2022
Meng Sun 0004,Wee-Peng Tay	On the Relationship Between Inference and Data Privacy in Decentralized IoT Networks.	TIFS	2020
Fawad Ahmad,Lee-Ming Cheng,Asif Khan 0003	Lightweight and Privacy-Preserving Template Generation for Palm-Vein-Based Human Recognition.	TIFS	2020
Emanuele Maiorana,Daria La Rocca,Patrizio Campisi	On the Permanence of EEG Signals for Biometric Recognition.	TIFS	2016
Yahya S. Khiabani,Shuangqing Wei,Jian Yuan,Jian Wang 0030	Enhancement of Secrecy of Block Ciphered Systems by Deliberate Noise.	TIFS	2012
D. Wang,L. Dong,X. Li	Towards Shift Tolerant Visual Secret Sharing Schemes.	TIFS	2011
Kevin Lin,Shen-Chi Chen,Chu-Song Chen,Daw-Tung Lin,Yi-Ping Hung	Abandoned Object Detection via Temporal Consistency Modeling and Back-Tracing Verification for Visual Surveillance.	TIFS	2015
Bo Fu,Simon X. Yang,Jianping Li,Dekun Hu	Multibiometric cryptosystem: model structure and performance analysis.	TIFS	2009
